list-card-addr,list-card-price,json_data,list-card-details,list-card-label 2,list-card-variable-text,list-card-link href 2,list-card-link src,json_data,list-card-extra-info,list-card-details 2,list-card-details 3,list-card-label 3,list-card-statusText,j
"543 Meeker Ave #1, Brooklyn, NY 11222","$1,875/mo",bd,1,ba,69 days ago,https://www.zillow.com/homedetails/543-Meeker-Ave-1-Brooklyn-NY-11222/2077783807_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""543 Meeker Ave #1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""543 Meeker Ave #1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.721132,""longitude"":-73.943368},""url"":""https://www.zillow.com/homedetails/543-Meeker-Ave-1-Brooklyn-NY-11222/2077783807_zpid/""}",LISTING BY: BRIDGE REALTY,1,--,sqft,#NAME?,Save this home
"92 Clay St #2R, Brooklyn, NY 11222","$1,850/mo",bd,1,ba,69 days ago,https://www.zillow.com/homedetails/92-Clay-St-2R-Brooklyn-NY-11222/2076913227_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""92 Clay St #2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""550""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""92 Clay St #2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736433,""longitude"":-73.954542},""url"":""https://www.zillow.com/homedetails/92-Clay-St-2R-Brooklyn-NY-11222/2076913227_zpid/""}",LISTING BY: APPLE EXCLUSIVE REALTY INC,1,550,sqft,#NAME?,Save this home
"85 India St APT 3, Brooklyn, NY 11222","$2,250/mo",bd,1,ba,69 days ago,https://www.zillow.com/homedetails/85-India-St-APT-3-Brooklyn-NY-11222/2099530194_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""85 India St Apt 3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""750""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""85 India St APT 3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732314,""longitude"":-73.957007},""url"":""https://www.zillow.com/homedetails/85-India-St-APT-3-Brooklyn-NY-11222/2099530194_zpid/""}",LISTING BY: CORE (212-500-2119),1,750,sqft,#NAME?,Save this home
"596 Manhattan Ave APT 3R, Brooklyn, NY 11222","$2,000/mo",bds,2,ba,79 days ago,https://www.zillow.com/homedetails/596-Manhattan-Ave-APT-3R-Brooklyn-NY-11222/2108674385_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""596 Manhattan Ave Apt 3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""950""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""596 Manhattan Ave APT 3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723123,""longitude"":-73.950106},""url"":""https://www.zillow.com/homedetails/596-Manhattan-Ave-APT-3R-Brooklyn-NY-11222/2108674385_zpid/""}",LISTING BY: NEW YORK REALTY MINIMAX INC,1,950,sqft,#NAME?,Save this home
"67 N Henry St APT 2F, Brooklyn, NY 11222","$2,000/mo",bd,1,ba,79 days ago,https://www.zillow.com/homedetails/67-N-Henry-St-APT-2F-Brooklyn-NY-11222/2101722015_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""67 N Henry St Apt 2f, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""725""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""67 N Henry St APT 2F"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.721443,""longitude"":-73.943143},""url"":""https://www.zillow.com/homedetails/67-N-Henry-St-APT-2F-Brooklyn-NY-11222/2101722015_zpid/""}",LISTING BY: DOUGLAS ELLIMAN (718-486-4491),1,725,sqft,#NAME?,Save this home
"308 Eckford St APT 2E, Brooklyn, NY 11222","$2,500/mo",bds,--,ba,88 days ago,https://www.zillow.com/homedetails/308-Eckford-St-APT-2E-Brooklyn-NY-11222/2097906430_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""308 Eckford St Apt 2e, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""308 Eckford St APT 2E"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729777,""longitude"":-73.951882},""url"":""https://www.zillow.com/homedetails/308-Eckford-St-APT-2E-Brooklyn-NY-11222/2097906430_zpid/""}",LISTING BY: CORCORAN (516-441-7941),1,--,sqft,#NAME?,Save this home
"104 India St, Brooklyn, NY","$2,399+",3 bds,,,91 days ago,https://www.zillow.com/b/104-india-st-brooklyn-ny-3mdY/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,,,
"152 Java St APT 2, Brooklyn, NY 11222","$2,400/mo",bds,2,ba,92 days ago,https://www.zillow.com/homedetails/152-Java-St-APT-2-Brooklyn-NY-11222/2083256833_zpid/,https://photos.zillowstatic.com/fp/f4d8b47e99def8a3ae049b77b74e5828-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""152 Java St Apt 2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""152 Java St APT 2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.731363,""longitude"":-73.954832},""url"":""https://www.zillow.com/homedetails/152-Java-St-APT-2-Brooklyn-NY-11222/2083256833_zpid/""}",,1,700,sqft,#NAME?,Save this home
"219 Franklin St #1, Brooklyn, NY 11222","$2,700/mo",bds,2,ba,100 days ago,https://www.zillow.com/homedetails/219-Franklin-St-1-Brooklyn-NY-11222/2077287250_zpid/,https://photos.zillowstatic.com/fp/99dae1629af4ae4ed8e97f3fc914e7e9-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""219 Franklin St #1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""219 Franklin St #1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.734499,""longitude"":-73.958619},""url"":""https://www.zillow.com/homedetails/219-Franklin-St-1-Brooklyn-NY-11222/2077287250_zpid/""}",LISTING BY: APPLE EXCLUSIVE REALTY INC,2,700,sqft,#NAME?,Save this home
"625 Humboldt St APT 1L, Brooklyn, NY 11222","$2,199/mo",bds,2,ba,117 days ago,https://www.zillow.com/homedetails/625-Humboldt-St-APT-1L-Brooklyn-NY-11222/2077480429_zpid/,https://photos.zillowstatic.com/fp/fc01609e11e8c2cbae292b81eaf7f003-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""625 Humboldt St Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""625 Humboldt St APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723972,""longitude"":-73.945408},""url"":""https://www.zillow.com/homedetails/625-Humboldt-St-APT-1L-Brooklyn-NY-11222/2077480429_zpid/""}",LISTING BY: FERRIS PROPERTIES CORP. (718-383-7800),1,900,sqft,#NAME?,Save this home
"3 Russell St #2, Brooklyn, NY 11222","$2,600/mo",bds,3,ba,118 days ago,https://www.zillow.com/homedetails/3-Russell-St-2-Brooklyn-NY-11222/2078376517_zpid/,https://photos.zillowstatic.com/fp/4858d223f102d06a16f3574ea8ebc69e-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3 Russell St #2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3 Russell St #2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.720725,""longitude"":-73.943882},""url"":""https://www.zillow.com/homedetails/3-Russell-St-2-Brooklyn-NY-11222/2078376517_zpid/""}",LISTING BY: CAPRI JET REALTY CORP (646-372-7145),1,--,sqft,#NAME?,Save this home
"38 Sutton St APT 3L, Brooklyn, NY 11222","$1,800/mo",bds,2,ba,127 days ago,https://www.zillow.com/homedetails/38-Sutton-St-APT-3L-Brooklyn-NY-11222/2108639833_zpid/,https://photos.zillowstatic.com/fp/047c8ab36815ab117db70702c15f8d8a-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""38 Sutton St Apt 3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""38 Sutton St APT 3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724287,""longitude"":-73.940173},""url"":""https://www.zillow.com/homedetails/38-Sutton-St-APT-3L-Brooklyn-NY-11222/2108639833_zpid/""}",LISTING BY: SALLY RAIA LLC (917-586-6777),1,"1,200",sqft,#NAME?,Save this home
"69 Driggs Ave APT 3, Brooklyn, NY 11222","$2,200/mo",bds,2,ba,141 days ago,https://www.zillow.com/homedetails/69-Driggs-Ave-APT-3-Brooklyn-NY-11222/2077433795_zpid/,https://photos.zillowstatic.com/fp/dc5ba9bcc6224d4fe2828eebb187dac4-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""69 Driggs Ave Apt 3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""69 Driggs Ave APT 3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723119,""longitude"":-73.941614},""url"":""https://www.zillow.com/homedetails/69-Driggs-Ave-APT-3-Brooklyn-NY-11222/2077433795_zpid/""}","LISTING BY: CHARLES RUTENBERG REALTY, INC.",1,--,sqft,#NAME?,Save this home
"439 Meeker Ave, Brooklyn, NY","$1,950+",1 bd,,,146 days ago,https://www.zillow.com/b/439-meeker-ave-brooklyn-ny-3pGS/,https://photos.zillowstatic.com/fp/d112e5965a8784f9d0bee8b686208970-p_e.jpg,,,,,,,
"39 India St #2, Brooklyn, NY 11222","$3,650/mo",bds,4,ba,147 days ago,https://www.zillow.com/homedetails/39-India-St-2-Brooklyn-NY-11222/2077519545_zpid/,https://photos.zillowstatic.com/fp/27dcc99fc260ecfb12c49aa0d10f3579-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""39 India St #2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""39 India St #2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732115,""longitude"":-73.959113},""url"":""https://www.zillow.com/homedetails/39-India-St-2-Brooklyn-NY-11222/2077519545_zpid/""}",LISTING BY: BRICK&MORTAR (347-623-2475),2,--,sqft,#NAME?,Save this home
"601 Morgan Ave APT 3, Brooklyn, NY 11222","$3,750/mo",bds,2,ba,147 days ago,https://www.zillow.com/homedetails/601-Morgan-Ave-APT-3-Brooklyn-NY-11222/2081627274_zpid/,https://photos.zillowstatic.com/fp/904ee2d29cf0ffcba017768fd5ae6f66-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""601 Morgan Ave Apt 3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,050""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""601 Morgan Ave APT 3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725024,""longitude"":-73.939921},""url"":""https://www.zillow.com/homedetails/601-Morgan-Ave-APT-3-Brooklyn-NY-11222/2081627274_zpid/""}",,1,"1,050",sqft,#NAME?,Save this home
"675 Manhattan Ave FLOOR 3, Brooklyn, NY 11222","$3,800/mo",bds,2,ba,147 days ago,https://www.zillow.com/homedetails/675-Manhattan-Ave-FLOOR-3-Brooklyn-NY-11222/2080581781_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""675 Manhattan Ave Floor 3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,050""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""675 Manhattan Ave FLOOR 3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724807,""longitude"":-73.95169},""url"":""https://www.zillow.com/homedetails/675-Manhattan-Ave-FLOOR-3-Brooklyn-NY-11222/2080581781_zpid/""}",,1,"1,050",sqft,#NAME?,Save this home
"125 Eagle St #3C, Brooklyn, NY 11222","$2,799/mo",bd,1,ba,161 days ago,https://www.zillow.com/homedetails/125-Eagle-St-3C-Brooklyn-NY-11222/2077780012_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""125 Eagle St #3c, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""125 Eagle St #3C"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.735183,""longitude"":-73.955913},""url"":""https://www.zillow.com/homedetails/125-Eagle-St-3C-Brooklyn-NY-11222/2077780012_zpid/""}",LISTING BY: SIMPLY BROOKLYN REALTY INC,1,--,sqft,#NAME?,Save this home
"267 Eckford St #1, Brooklyn, NY 11222","$3,600/mo",bds,3,ba,191 days ago,https://www.zillow.com/homedetails/267-Eckford-St-1-Brooklyn-NY-11222/2078719480_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""267 Eckford St #1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""267 Eckford St #1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.728253,""longitude"":-73.951609},""url"":""https://www.zillow.com/homedetails/267-Eckford-St-1-Brooklyn-NY-11222/2078719480_zpid/""}",,1,"1,000",sqft,#NAME?,Save this home
"142 Franklin St FLOOR 2, Brooklyn, NY 11222","$2,195/mo",bds,2,ba,202 days ago,https://www.zillow.com/homedetails/142-Franklin-St-FLOOR-2-Brooklyn-NY-11222/2078167003_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""142 Franklin St Floor 2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""142 Franklin St FLOOR 2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729764,""longitude"":-73.957325},""url"":""https://www.zillow.com/homedetails/142-Franklin-St-FLOOR-2-Brooklyn-NY-11222/2078167003_zpid/""}",LISTING BY: STERLING HOLDINGS (212-715-0707),1,--,sqft,#NAME?,Save this home
"184 Eagle St APT 4E, Brooklyn, NY 11222","$2,650/mo",bd,1,ba,226 days ago,https://www.zillow.com/homedetails/184-Eagle-St-APT-4E-Brooklyn-NY-11222/2109623808_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""184 Eagle St Apt 4e, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""750""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""184 Eagle St APT 4E"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.735242,""longitude"":-73.953155},""url"":""https://www.zillow.com/homedetails/184-Eagle-St-APT-4E-Brooklyn-NY-11222/2109623808_zpid/""}",LISTING BY: CORCORAN (212-836-1037),1,750,sqft,#NAME?,Save this home
"675 Manhattan Ave FLOOR 3, Brooklyn, NY 11222","$3,800/mo",bds,2,ba,147 days ago,https://www.zillow.com/homedetails/675-Manhattan-Ave-FLOOR-3-Brooklyn-NY-11222/2080581781_zpid/,https://photos.zillowstatic.com/fp/8e8371db36354fb7c8ddb4cc13fa3144-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""675 Manhattan Ave Floor 3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,050""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""675 Manhattan Ave FLOOR 3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724807,""longitude"":-73.95169},""url"":""https://www.zillow.com/homedetails/675-Manhattan-Ave-FLOOR-3-Brooklyn-NY-11222/2080581781_zpid/""}",,1,"1,050",sqft,#NAME?,Save this home
"601 Morgan Ave APT 3, Brooklyn, NY 11222","$3,750/mo",bds,2,ba,147 days ago,https://www.zillow.com/homedetails/601-Morgan-Ave-APT-3-Brooklyn-NY-11222/2081627274_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""601 Morgan Ave Apt 3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,050""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""601 Morgan Ave APT 3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725024,""longitude"":-73.939921},""url"":""https://www.zillow.com/homedetails/601-Morgan-Ave-APT-3-Brooklyn-NY-11222/2081627274_zpid/""}",,1,"1,050",sqft,#NAME?,Save this home
